"CellTypes","gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
CD4-Cytotoxic_age.DEG.wilcox.csv,"Mrps33",0.156383144742037,0.378781071106249,0.207,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Psmd11",0.156651609220331,0.261133765946361,0.123,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"M6pr",0.157076548830181,-0.340128453603552,0.12,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Tsc22d3",0.157626421007638,-0.305305749461941,0.318,0.405,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Rac1",0.159083677896222,0.28804765557785,0.357,0.238,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cd28",0.159213616104071,0.311687561504311,0.504,0.405,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cdkn2d",0.159214008822222,0.333813631120481,0.12,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Snrpb2",0.160908113867118,0.401229851542541,0.179,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Bloc1s2",0.162690676016284,0.32570224462271,0.12,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Klf3",0.162757004669688,0.386194214943508,0.211,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Lax1",0.162856257793585,0.354545237870088,0.121,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Srp19",0.162952578636473,0.354670838014554,0.15,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ptpn6",0.16331239324839,0.265242356564826,0.188,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Srpr",0.164972908736422,-0.369644776325406,0.082,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Chordc1",0.165538045750561,0.351715306603458,0.118,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ndufab1",0.166773013483299,0.342197284233393,0.18,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Gpr183",0.167555843780062,0.366519024761527,0.25,0.167,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Yaf2",0.170532285990773,-0.316052738369723,0.066,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Pfdn1",0.170602687293994,-0.325207453058462,0.104,0.167,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Lsm4",0.170788384156237,0.314222693990641,0.318,0.214,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"mt-Nd5",0.170985033501132,0.446857658853704,0.225,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Pdcd4",0.17207021228909,-0.517124235834696,0.211,0.286,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Sept1",0.172208366016319,-0.287224301835432,0.339,0.429,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Thoc2",0.172211502805138,-0.294904559477264,0.102,0.167,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Polr2j",0.172525991333027,0.268885855583154,0.121,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Hnrnpf",0.173711250521009,0.318641548576018,0.605,0.595,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Hp1bp3",0.174627699123375,0.340692835448542,0.148,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Nop53",0.174933416740779,0.286495690938214,0.502,0.381,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Rbm8a",0.175296463218871,-0.330436177874639,0.198,0.286,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Smim14",0.175450703832058,0.357564206280873,0.229,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Gdi2",0.175454193940397,0.250275594752894,0.389,0.286,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Snapc5",0.175840634647307,0.348715985768101,0.116,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Calm3",0.176471058383346,-0.274126336657297,0.209,0.286,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ube2r2",0.177122702000151,-0.299597570448418,0.066,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Vim",0.177430247087458,0.38541769430972,0.238,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Syngr2",0.178807507614931,0.396979312901242,0.143,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Itm2c",0.179721511199974,0.329738766444166,0.18,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ctsa",0.179849797834026,-0.309267988979252,0.12,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Dnm2",0.181752545734661,-0.312750668762939,0.084,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Bod1l",0.182535074624497,0.322271673560595,0.145,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Psmc2",0.184069089271661,0.421847506908921,0.139,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Arpc1a",0.184691439726627,-0.318068821968842,0.102,0.167,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Denr",0.185584947810188,0.46474388142945,0.138,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Eloc",0.185925888201635,0.299028983483813,0.23,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ssb",0.186213815298688,0.459370883468604,0.266,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Supt4a",0.187798578870648,0.394741409976098,0.371,0.286,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Arhgap15",0.188708504681433,0.395729857093378,0.141,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Fasl",0.189116953419723,0.437154274870433,0.245,0.167,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Uhrf2",0.189670236438997,0.283472176871062,0.116,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Hint3",0.190845394830903,0.367905688579418,0.109,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Tbc1d1",0.191143874372014,-0.366813730291425,0.068,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Sra1",0.19236653611876,0.364385646736182,0.141,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ube2k",0.195627198674801,-0.310940995137359,0.127,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Spata13",0.196086727459778,-0.276196387929203,0.068,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Sipa1",0.197555017222449,0.344201994147113,0.171,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Serinc1",0.197638155179029,0.301745367898139,0.112,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Strap",0.197638176420296,0.31795669554163,0.112,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ppp4c",0.198323114321173,0.372316074890673,0.221,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Serinc3",0.198792035324068,0.333233611060933,0.171,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Srsf6",0.198821790702218,-0.290108722410976,0.234,0.31,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Mrps15",0.198896690668819,0.27458762222563,0.114,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Psma7",0.204289211671583,0.262856834932034,0.409,0.333,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Rgs1",0.205426106908299,0.353930284157071,0.509,0.429,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ppp3ca",0.207450770987383,0.350202130660667,0.138,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Anxa7",0.207701603106123,0.347790585399204,0.107,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ubald2",0.209395539889762,0.366013508752056,0.316,0.214,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ddx42",0.209973844897979,-0.2528179788386,0.068,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Pfkp",0.211127383230232,0.360142599601633,0.138,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"2810474O19Rik",0.211501414219789,0.369111471809961,0.107,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Mvb12a",0.212143750156746,-0.309896055088745,0.089,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Eno1",0.21253748212262,-0.37356478061035,0.195,0.262,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Vamp8",0.2125485565973,0.343170358761041,0.323,0.238,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Map2k2",0.213501765966753,0.254821170758998,0.23,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Xrn2",0.214098103810267,0.277951612375323,0.143,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Lef1",0.214466116764751,0.396645191778653,0.104,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Trir",0.214760272607002,0.374078025634333,0.305,0.238,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Zc3hav1",0.215159204294344,0.357718662500912,0.166,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Rdx",0.215232246459525,0.26344822487186,0.143,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Timm17b",0.216598399183436,0.395136066693261,0.132,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cops8",0.216730759139887,-0.279396405301565,0.07,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Skp1a",0.218524378716431,0.354650847075585,0.105,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Spty2d1",0.218597678962402,0.324723895372783,0.107,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ptbp3",0.218913493438784,0.371804673518636,0.138,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ctsc",0.221252873036955,0.358044009893432,0.164,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Pdia4",0.222539704507767,0.282143992046476,0.107,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Rabgap1l",0.222859039120726,-0.274168755852219,0.07,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Manf",0.224301891841249,0.39328987689191,0.259,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Sde2",0.22510520502012,0.387202855289434,0.104,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Prdx6",0.225554639522737,0.294781597042511,0.35,0.262,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Prkcsh",0.227928759946165,-0.31428047624601,0.07,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ap2m1",0.228992157540575,-0.264094794474338,0.15,0.214,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Serpina3g",0.22964908492676,0.436882471532573,0.216,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Atp6v0e",0.230356836138141,0.275508609496074,0.454,0.357,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Nap1l4",0.230575838804753,0.252475738620592,0.107,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"1810058I24Rik",0.230673911318906,0.347115808797391,0.191,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Capza2",0.231630217674293,0.346631291605626,0.266,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Smc1a",0.231654486280795,-0.359397284449588,0.091,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ctla4",0.234685584139052,0.478162168191883,0.102,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Nt5c3b",0.235147849607948,-0.279023740039923,0.071,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Sf3b2",0.23694845214585,0.321533285818953,0.291,0.214,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Npc2",0.236971719041333,0.32753203839732,0.402,0.333,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ppp1r12a",0.237377879588261,0.337756345697583,0.268,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Hexb",0.237518717314663,0.302976242398613,0.104,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Pkm",0.237519680235487,-0.309940640666999,0.361,0.452,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ndufc2",0.239256726608844,-0.259635049864572,0.196,0.262,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Dnajc3",0.239422831691924,0.353255879408373,0.189,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Tbcb",0.240207867657869,0.392057379129216,0.129,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Arfrp1",0.240350452439672,0.34034956816309,0.102,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Sat1",0.241228927270283,0.401733756021683,0.209,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Dnaja2",0.241356683273158,0.346431923850251,0.216,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ndufa1",0.242266753142081,-0.283867312663327,0.207,0.286,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Abhd8",0.242474445998131,0.313267106879423,0.104,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Txndc9",0.242858901101555,0.355717075764728,0.102,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Relb",0.24483184442872,-0.33830831720708,0.071,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Brd2",0.245535727107754,0.255345333633783,0.168,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Zfand5",0.24750244722471,0.300313809754556,0.104,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Fli1",0.247566204148979,0.324121628575457,0.102,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Pdcd10",0.247629044030624,0.33150153830266,0.216,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Bccip",0.249850140052671,0.278503489289322,0.134,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cd24a",0.250494527024148,0.273468821883071,0.102,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Eif4a1",0.25161954710409,0.268539391490709,0.505,0.405,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Gna13",0.251710949877674,0.310421982475481,0.13,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cstb",0.254558446392574,0.330590460301239,0.161,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Tm6sf1",0.258721148946717,0.297561492067152,0.132,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Dazap2",0.25906456162022,0.378923927289581,0.252,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Kdm6b",0.260038132564098,-0.350410462533811,0.073,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ier3ip1",0.261684782133205,-0.36569860205281,0.139,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Txndc17",0.263231273100527,-0.349839809934389,0.157,0.214,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Safb2",0.263970855742276,0.261303345536064,0.102,0.048,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ccndbp1",0.26587565921751,-0.274350945305421,0.114,0.167,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Kdelr1",0.266886534534662,-0.266857361445822,0.075,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Gm2a",0.26688656492596,-0.426244333529737,0.075,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Sirt7",0.267417391072614,-0.324948237088858,0.138,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Gm26699",0.267547026529973,0.289121539173734,0.129,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Pfdn6",0.267873359883168,0.361784478203726,0.127,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Slc1a5",0.267886153829607,0.294587579739795,0.13,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cacybp",0.268452742699123,0.316947943011736,0.209,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Hspd1",0.269372262654279,0.260469543728643,0.236,0.167,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Sin3b",0.270443349976055,0.296083344332999,0.159,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Smap1",0.271370429752608,0.265062394509138,0.218,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Atp5o.1",0.273637040097226,0.321287438843851,0.255,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cmc1",0.273715483948595,-0.251089873213539,0.114,0.167,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Nsa2",0.277013473908808,0.285369358379796,0.155,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Rab11b",0.27875762501875,0.391376817794276,0.146,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Smc4",0.279002996159786,0.267280242686058,0.161,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Gimap9",0.282294191674153,0.378909821675007,0.252,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Matr3",0.28259545311825,0.314723934045745,0.155,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Glipr1",0.282830050767983,0.367919449155846,0.123,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Rassf5",0.284507557234317,0.26426269968563,0.129,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cenpx",0.285173505705874,-0.386158190296575,0.155,0.214,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Psenen",0.286013795851902,0.25649324786477,0.339,0.262,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cmpk1",0.288466556903409,0.406521850872389,0.17,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Hsp90b1",0.288587751041342,0.347938966424253,0.28,0.214,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cct4",0.288806522019118,0.388934339429686,0.288,0.238,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Glrx3",0.288858949825117,-0.381106940721774,0.121,0.167,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Jun",0.290272583103216,0.382362439428225,0.295,0.238,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cbx1",0.291262533449323,0.289436344492748,0.125,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Hectd1",0.292507242642102,0.405811240176667,0.12,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Fbxw2",0.294613101357024,0.283419164990927,0.125,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Hmgn1",0.294696992760571,0.273887902722217,0.209,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Aplp2",0.294757200669002,0.388622339840605,0.121,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Commd3",0.295569326663919,0.427126411783623,0.145,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ifng",0.29601894926659,0.497308995735801,0.259,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cyc1",0.298236371169152,0.257173757330298,0.154,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Smdt1",0.299056749332377,0.284619017299184,0.257,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Rasal3",0.299995451199374,0.324340188280741,0.123,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"S100a6",0.302388568527262,0.461363919842345,0.507,0.476,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Srsf7",0.305692148070465,0.336931063344288,0.225,0.167,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Pdcl3",0.308201274582261,0.306595829108994,0.121,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Camk2d",0.308445620489493,0.274629960773786,0.123,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ggps1",0.310788738481739,-0.30161597072593,0.079,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Npm3",0.3129234627165,-0.268658070068345,0.275,0.333,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Rsbn1l",0.313455134431047,0.280850081770746,0.202,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"1110038F14Rik",0.314363511379496,0.397584961282803,0.118,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Epsti1",0.316878711853294,-0.258825421475148,0.229,0.286,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ostf1",0.317312099351774,0.303486274138715,0.407,0.357,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Fgfr1op2",0.320129508407788,0.266643052493116,0.18,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Hnrnph1",0.320757948117497,-0.325970762035724,0.104,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Suclg1",0.322401032864588,0.302433604930602,0.173,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cdk6",0.322981051205923,-0.265288588228922,0.079,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Snrpd1",0.327840030864207,-0.263175043096358,0.162,0.214,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Chd4",0.328881513748179,-0.365426052148081,0.08,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cdk11b",0.32957501621926,0.297882851313395,0.12,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Papola",0.330173355673213,0.323103670013965,0.171,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Rhoa",0.331348340830077,0.255835829760188,0.411,0.357,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Zfp644",0.334442244956212,-0.277400815442451,0.1,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Arid4b",0.335304432668013,0.263470422105654,0.148,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Bud31",0.337596499284992,0.291364597814491,0.171,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Irf2",0.338027921899539,0.354611556341277,0.195,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cd7",0.339591133399567,-0.550414783309125,0.245,0.286,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Srp72",0.340370601713173,-0.283230607064979,0.079,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"U2surp",0.341066043570114,0.27604994132455,0.118,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Tmem14c",0.343473479185255,0.27113708161192,0.204,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Fyn",0.345799871130267,0.319605553424813,0.223,0.167,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Rel",0.345806678976848,-0.260983691880803,0.102,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Bcl11b",0.345864361082148,0.289003214860697,0.248,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Tapbpl",0.347689910286811,0.381645545019924,0.168,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Vmp1",0.348956734293035,0.333943300636417,0.195,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Rbm7",0.349343992524324,0.307486074446573,0.114,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Avl9",0.351152072315876,0.344656574399513,0.141,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Abi3",0.355111518526319,-0.260830500492449,0.082,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Nono",0.355505704871494,0.284309297705389,0.241,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Dock10",0.357631817419335,0.277817229277931,0.145,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cr1l",0.363221097035805,0.361207329992634,0.111,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cdc42ep3",0.368467129127491,0.252530734807084,0.143,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Chmp1a",0.370557660307546,0.283317355776991,0.114,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Wnk1",0.371694287090783,0.274669595134812,0.196,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Marc2",0.371885277341887,0.293988684458231,0.166,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Rp9",0.374111088006239,0.269384966962734,0.252,0.19,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Metap2",0.379595938500997,0.268876518218504,0.141,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Polr2f",0.379615859591704,0.346344188510462,0.136,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Sqstm1",0.379627949556961,0.271692912986176,0.114,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Iglc2",0.381171474969519,0.54672225946051,0.212,0.167,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Fryl",0.383383303776421,0.328197344817072,0.111,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ddx24",0.386626093686231,0.252698796002135,0.262,0.214,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Atp5a1",0.389353591063779,-0.263688588562019,0.388,0.405,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Tmem256",0.390881759144673,0.306627604933639,0.111,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"2610001J05Rik",0.393305831571872,-0.298198598960722,0.104,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Lgals1",0.394172644031026,-0.290415551987849,0.498,0.524,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Eif4h",0.395692609154249,0.283621984457151,0.109,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Taok3",0.39863383535356,0.345929652348344,0.107,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Wbp4",0.401456202256038,0.296612126175924,0.109,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Zfp36l2",0.409463841451034,0.256564977870557,0.457,0.429,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Tmed10",0.410213472959811,0.265770848348035,0.138,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Bptf",0.41541353774421,0.336325277609041,0.134,0.095,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Hnrnpr",0.416276410087077,0.292749363884643,0.107,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ubn1",0.418249451247358,-0.263785445451257,0.086,0.119,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Tra2b",0.420967515977673,-0.251206207439578,0.454,0.476,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Selenof",0.421672191789856,-0.293228968764381,0.248,0.286,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Mfng",0.422258171574147,0.312135113851779,0.107,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Tram1",0.425754281865006,0.276892697618985,0.186,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Kmt2a",0.427522415976333,0.314837339217606,0.105,0.071,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Tubb4b",0.428715228804619,0.282500983627802,0.279,0.238,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Ikzf3",0.428957712341512,-0.31828992295143,0.109,0.143,1
CD4-Cytotoxic_age.DEG.wilcox.csv,"Cd82",0.428992531244385,0.276165194814118,0.35,0.31,1
