Pagr1a,2900092E17Rik,C77040,PA1,PAGR1,,,,,,,,,,,,,,,,,,
Med31,3110004H13Rik,CGI-125,l11Jus15,,,,,,,,,,,,,,,,,,,
3110009F21Rik,NA,,,,,,,,,,,,,,,,,,,,,
Rpl37,3110005M08Rik,,,,,,,,,,,,,,,,,,,,,
Washc3,2900091E11Rik,5730495F03Rik,Ccdc53,,,,,,,,,,,,,,,,,,,
Slc25a19,2900089E13Rik,DNC,MUP1,TPC,,,,,,,,,,,,,,,,,,
Cwc27,3110009E13Rik,NY-CO-10,Sdccag10,,,,,,,,,,,,,,,,,,,
Ift22,3110017O03Rik,AI835745,AI847427,Rabl5,,,,,,,,,,,,,,,,,,
Parp6,1700119G14Rik,2310028P13Rik,3110038K10Rik,ARTD17,C030013N01Rik,PARP-6,,,,,,,,,,,,,,,,
Srek1ip1,3110031B13Rik,AI462702,AV348305,AW121048,Sfrs12ip1,Srsf12ip1,,,,,,,,,,,,,,,,
3110021A11Rik,NA,,,,,,,,,,,,,,,,,,,,,
3110040N11Rik,AI851475,,,,,,,,,,,,,,,,,,,,,
Ccdc137,3110023B02Rik,,,,,,,,,,,,,,,,,,,,,
Pigc,3110030E07Rik,AW212108,,,,,,,,,,,,,,,,,,,,
3110039M20Rik,NA,,,,,,,,,,,,,,,,,,,,,
Rab3c,2700062I01Rik,3110015B08Rik,3110037E15Rik,AI850886,,,,,,,,,,,,,,,,,,
Socs4,3110032M18Rik,A730004F22Rik,AI427843,AU015727,AU015859,Socs7,,,,,,,,,,,,,,,,
Gprasp1,2210415K24Rik,3110031O14Rik,C87852,GASP,GASP1,,,,,,,,,,,,,,,,,
Dock7,3110056M06Rik,Gm430,,,,,,,,,,,,,,,,,,,,
Cltc,3110065L21Rik,CHC,R74732,,,,,,,,,,,,,,,,,,,
Zc3h13,2600010B19Rik,3110050K21Rik,4930570G11Rik,C87618,,,,,,,,,,,,,,,,,,
3110045C21Rik,AI838577,,,,,,,,,,,,,,,,,,,,,
3110070M22Rik,NA,,,,,,,,,,,,,,,,,,,,,
Gpx7,3110050F08Rik,AI327032,GPX6,,,,,,,,,,,,,,,,,,,
Zc2hc1a,3110050N22Rik,AI790358,AU023959,Fam164a,,,,,,,,,,,,,,,,,,
Pbld2,3110049J23Rik,Mawbp,,,,,,,,,,,,,,,,,,,,
Mrpl46,3110052F15Rik,C15orf4,C80107,LIECG2,P2ECSL,,,,,,,,,,,,,,,,,
Prl8a9,1600019F10Rik,Ghd15,PLP-C2,PLP-Cbeta,Prlpc2,,,,,,,,,,,,,,,,,
Nanp,1600031M04Rik,Hdhd4,,,,,,,,,,,,,,,,,,,,
1700040B14Rik,NA,,,,,,,,,,,,,,,,,,,,,
5730559C18Rik,1700034M08Rik,4933426C09Rik,AI586180,D1Mgi54,Inava,,,,,,,,,,,,,,,,,
Ceacam12,1600031J20Rik,Ceacam12-C1,Ceacam12-C3,Ceacam12C1,Ceacam12C3,,,,,,,,,,,,,,,,,
1700022I11Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700041C23Rik,NA,,,,,,,,,,,,,,,,,,,,,
Iqcf4,1700042N06Rik,mtIQ1,,,,,,,,,,,,,,,,,,,,
1700044K03Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700042G07Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700042D18Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700034G24Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700037H04Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700031L13Rik,NA,,,,,,,,,,,,,,,,,,,,,
Lyzl1,1700038F02Rik,Lyc2,Lyzd1,,,,,,,,,,,,,,,,,,,
1700018L02Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700047M11Rik,NA,,,,,,,,,,,,,,,,,,,,,
Atp8b3,1700042F02Rik,1700056N23Rik,ATPIK,SAPLT,,,,,,,,,,,,,,,,,,
Snrpd3,1700043E15Rik,2310009E13Rik,AW046420,SMD3,,,,,,,,,,,,,,,,,,
Stk35,1700054C12Rik,CLIK1,Stk35l1,,,,,,,,,,,,,,,,,,,
Hypm,1700054O13Rik,H2al3,,,,,,,,,,,,,,,,,,,,
1700060O08Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700054K19Rik,NA,,,,,,,,,,,,,,,,,,,,,
Cstf1,1700057K18Rik,AI788832,,,,,,,,,,,,,,,,,,,,
Rffl,1700051E09Rik,4930516L10Rik,BG080975,Carp2,,,,,,,,,,,,,,,,,,
1700066J03Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700052I22Rik,NA,,,,,,,,,,,,,,,,,,,,,
Ascl4,1700054F16Rik,bHLHa44,,,,,,,,,,,,,,,,,,,,
Kcnmb4os1,1700058G18Rik,,,,,,,,,,,,,,,,,,,,,
Tex43,1700065I17Rik,Tseg7,,,,,,,,,,,,,,,,,,,,
Tctex1d1,1700055O19Rik,,,,,,,,,,,,,,,,,,,,,
Herc4,1700056O17Rik,4921531D01Rik,9530080M15Rik,mKIAA1593,,,,,,,,,,,,,,,,,,
1700083H02Rik,100041190,Gm3190,,,,,,,,,,,,,,,,,,,,
1700086P04Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700084E18Rik,NA,,,,,,,,,,,,,,,,,,,,,
Tmem132cos,1700085B03Rik,,,,,,,,,,,,,,,,,,,,,
1700093E11Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700109G14Rik,1700126G13Rik,,,,,,,,,,,,,,,,,,,,,
Tmco5,1700095F04Rik,Tmco5a,,,,,,,,,,,,,,,,,,,,
1700092C02Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700093K21Rik,b2b3025Clo,,,,,,,,,,,,,,,,,,,,,
1700095B10Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700121C10Rik,NA,,,,,,,,,,,,,,,,,,,,,
Pudp,1700121L12Rik,GS1,Hdhd1,Hdhd1a,,,,,,,,,,,,,,,,,,
Tmed11,1810008K16Rik,,,,,,,,,,,,,,,,,,,,,
Paxbp1,1810007M14Rik,C21orf66,Gcfc,Gcfc1,Pax3/7bp,,,,,,,,,,,,,,,,,
Qpctl,1810019P04Rik,BB101812,gQC,,,,,,,,,,,,,,,,,,,
Zfp606,2410022M24Rik,AW494727,,,,,,,,,,,,,,,,,,,,
Gtf3c6,2410016F19Rik,AU019813,,,,,,,,,,,,,,,,,,,,
2210010C04Rik,AV072249,,,,,,,,,,,,,,,,,,,,,
Jam2,1110002N23Rik,2410030G21Rik,2410167M24Rik,JAM-2,JAM-B,Jcam2,VE-JAM,,,,,,,,,,,,,,,
Qprt,2410027J01Rik,AI647766,QPRTase,,,,,,,,,,,,,,,,,,,
Bbs2,2410125H22Rik,AI447581,,,,,,,,,,,,,,,,,,,,
Dedd2,2410050E11Rik,FLAME-3,,,,,,,,,,,,,,,,,,,,
Med4,2410046H15Rik,DRIP36,HSPC126,TRAP36,Vdirp,Vdrip,,,,,,,,,,,,,,,,
Brd3,2410084F24Rik,AW060456,Fsrg2,ORFX,RINGL3,,,,,,,,,,,,,,,,,
Carnmt1,2410127L17Rik,,,,,,,,,,,,,,,,,,,,,
Bag4,2410112I15Rik,SODD,,,,,,,,,,,,,,,,,,,,
Unc50,1110002A21Rik,GMH1,UNCL,URP,,,,,,,,,,,,,,,,,,
1110008F13Rik,AI316789,,,,,,,,,,,,,,,,,,,,,
C1qtnf12,1110035L05Rik,C1qdc2,CTRP12,Fam132a,alipolin,,,,,,,,,,,,,,,,,
Mrm3,4833420N02Rik,AI255153,HC90,Rnmtl1,,,,,,,,,,,,,,,,,,
Fundc2,4833415N24Rik,DC44,HCBP6,,,,,,,,,,,,,,,,,,,
4833420G17Rik,2210017J06Rik,5730533D17Rik,AW107518,C85193,,,,,,,,,,,,,,,,,,
Cxxc5,4930415K17Rik,,,,,,,,,,,,,,,,,,,,,
4930404I05Rik,NA,,,,,,,,,,,,,,,,,,,,,
Ppp1r2-ps9,4930403L05Rik,,,,,,,,,,,,,,,,,,,,,
Erp29,1200015M03Rik,2810446M09Rik,AW209030,Erp28,Erp31,PDI-Db,,,,,,,,,,,,,,,,
Srpr,1300011P19Rik,D11Mgi27,Srpra,,,,,,,,,,,,,,,,,,,
Pdlim7,LMP,,,,,,,,,,,,,,,,,,,,,
Txndc8,4930429J24Rik,Sptrx-3,Sptrx3,Trx6,,,,,,,,,,,,,,,,,,
Nts,5033428E16Rik,NMN-125,NN,NT,NT/N,NTS1,,,,,,,,,,,,,,,,
Cylc1,4930401M13Rik,,,,,,,,,,,,,,,,,,,,,
4930449I24Rik,NA,,,,,,,,,,,,,,,,,,,,,
Soga3,6330407J23Rik,,,,,,,,,,,,,,,,,,,,,
Mfn1,2310002F04Rik,6330416C07Rik,D3Ertd265e,HR2,mKIAA4032,,,,,,,,,,,,,,,,,
Armcx2,3230401N03Rik,AI043003,ALEX2,,,,,,,,,,,,,,,,,,,
Ears2,3230401I01Rik,mKIAA1970,,,,,,,,,,,,,,,,,,,,
Ppil4,3732410E19Rik,3830425H19Rik,AI788954,AW146233,PPIase,,,,,,,,,,,,,,,,,
3632451O06Rik,AU067705,,,,,,,,,,,,,,,,,,,,,
Far1,2600011M19Rik,2900034E22Rik,3732409C05Rik,AI850429,Mlstd2,,,,,,,,,,,,,,,,,
Dhdds,3222401G21Rik,CIT,DS,HDS,W91638,,,,,,,,,,,,,,,,,
Eps8l1,2310051G19Rik,4632407K17Rik,AW060268,DRC3,EPS8R1,,,,,,,,,,,,,,,,,
Coq8a,4632432J16Rik,AI462003,Adck3,Cabc1,mKIAA0451,,,,,,,,,,,,,,,,,
Rps20,4632426K06Rik,Dsk4,,,,,,,,,,,,,,,,,,,,
Nudcd1,4921532K09Rik,AA407246,AW260430,AW556235,CML66-L,Cml66,,,,,,,,,,,,,,,,
4921536K21Rik,AV043724,,,,,,,,,,,,,,,,,,,,,
Hoga1,0610010D20Rik,Dhdpsl,Npl2,,,,,,,,,,,,,,,,,,,
Ccdc127,0610011N22Rik,5430420E17Rik,A430066A18,AI256405,AW050060,C130002N06,,,,,,,,,,,,,,,,
Ankrd33b,0610012A05Rik,3021401C12Rik,5730557B15Rik,,,,,,,,,,,,,,,,,,,
Ssr3,0610038P07Rik,AL022999,AU022074,AW553833,TRAPG,,,,,,,,,,,,,,,,,
Xab2,0610041O14Rik,AV025587,,,,,,,,,,,,,,,,,,,,
Mtpap,0610027A18Rik,AW551379,Papd1,,,,,,,,,,,,,,,,,,,
Isoc2b,0610042E07Rik,AI553388,Isoc2,,,,,,,,,,,,,,,,,,,
Retsat,0610039N19Rik,C80029,MMT-7,Ppsig,,,,,,,,,,,,,,,,,,
Map1lc3b,1010001C15Rik,Atg8,LC3b,Map1lc3,,,,,,,,,,,,,,,,,,
Ilkap,0710007A14Rik,1600009O09Rik,PP2C-DELTA,,,,,,,,,,,,,,,,,,,
C1qtnf4,0710001E10Rik,9430004J15Rik,CTRP4,,,,,,,,,,,,,,,,,,,
Dusp28,0710001B24Rik,AV005521,,,,,,,,,,,,,,,,,,,,
Plxdc2,1200007L24Rik,5430431D22Rik,AI646728,AU022916,AV231634,Tem7r,,,,,,,,,,,,,,,,
Pkp2,1200008D14Rik,1200012P04Rik,AA516617,Pkp2l,,,,,,,,,,,,,,,,,,
Pnpla8,1200006O19Rik,AI467579,Ipla2(gamma),,,,,,,,,,,,,,,,,,,
Slc25a46,1200007B05Rik,AI325987,,,,,,,,,,,,,,,,,,,,
Ikbip,1200009F10Rik,1700023M03Rik,D18354,Ikip,,,,,,,,,,,,,,,,,,
Klhl13,1200009K10Rik,AI451128,Bklhd2,D130072F20Rik,,,,,,,,,,,,,,,,,,
Ergic2,1200009B18Rik,4930572C01Rik,AA408438,Ptx1,,,,,,,,,,,,,,,,,,
Frmd8,1200004M23Rik,2310035N23Rik,4931429L16Rik,AU018809,,,,,,,,,,,,,,,,,,
Ergic1,1200007D18Rik,maa-136,,,,,,,,,,,,,,,,,,,,
Nvl,1200009I24Rik,,,,,,,,,,,,,,,,,,,,,
Decr1,1200012F07Rik,Decr,Nadph,,,,,,,,,,,,,,,,,,,
Poc5,1200014M14Rik,AV144706,,,,,,,,,,,,,,,,,,,,
Entpd4,1200014F22Rik,4930513O14Rik,A430102M06Rik,AI414893,Lysal1,mKIAA0392,,,,,,,,,,,,,,,,
Sf3a1,1200014H24Rik,5930416L09Rik,AI159724,,,,,,,,,,,,,,,,,,,
Pdcl,1200011E13Rik,AW108059,PhLP1,,,,,,,,,,,,,,,,,,,
Gpalpp1,1200011I18Rik,Kiaa1704,,,,,,,,,,,,,,,,,,,,
Mmd,1200017E07Rik,1810073C06Rik,AA690185,,,,,,,,,,,,,,,,,,,
Abhd5,1300003D03Rik,2010002J10Rik,CDS,CGI-58,IECN5,NCIE2,,,,,,,,,,,,,,,,
Abcg8,1300003C16Rik,AI114946,sterolin-2,,,,,,,,,,,,,,,,,,,
Gpatch1,1300003A17Rik,ECGP,Gpatc1,,,,,,,,,,,,,,,,,,,
Mtfr1,1300002C08Rik,1700080D04Rik,2810026O10Rik,4930579E05Rik,Chppr,Fam54a2,,,,,,,,,,,,,,,,
Slc47a1,1300013J15Rik,AI036982,MATE1,mMATE1,,,,,,,,,,,,,,,,,,
Snap29,1300018G05Rik,AI891940,AU020222,BB131856,Gs32,,,,,,,,,,,,,,,,,
Ero1lb,1300013B24Rik,1700065B09Rik,AI447560,Ero1b,ero1-beta,,,,,,,,,,,,,,,,,
Abhd15,1300007F04Rik,,,,,,,,,,,,,,,,,,,,,
Cwc25,1300013D05Rik,AA473636,Ccdc49,R75228,,,,,,,,,,,,,,,,,,
1700028P14Rik,AV209940,,,,,,,,,,,,,,,,,,,,,
Eepd1,2310005P05Rik,AI481005,,,,,,,,,,,,,,,,,,,,
Polr3g,2310047G20Rik,AV275904,RPC32,RPC7,,,,,,,,,,,,,,,,,,
Dhx40,2410016C14Rik,ARG147,DDX40,PAD,,,,,,,,,,,,,,,,,,
Calcoco1,1810009B06Rik,Cocoa,Gcap11,mKIAA1536,,,,,,,,,,,,,,,,,,
Ap4b1,1810038H16Rik,AV004952,Ap4b4,,,,,,,,,,,,,,,,,,,
Ufl1,1810074P20Rik,AI429228,Kiaa0776,Maxer,Rcad,mKIAA0776,,,,,,,,,,,,,,,,
Zfand4,Anubl1,,,,,,,,,,,,,,,,,,,,,
Mettl16,2610100D03Rik,2810013M15Rik,A830095F14Rik,AI846133,Mett10d,,,,,,,,,,,,,,,,,
Tmem167b,2010200O16Rik,,,,,,,,,,,,,,,,,,,,,
Kcnv1,2700023A03Rik,vibe,,,,,,,,,,,,,,,,,,,,
Ccar1,2610511G16Rik,9430036H15Rik,Carp1,,,,,,,,,,,,,,,,,,,
Ccdc50,C3orf6,,,,,,,,,,,,,,,,,,,,,
1700001G17Rik,NA,,,,,,,,,,,,,,,,,,,,,
Rnf151,1700010O16Rik,AV047371,,,,,,,,,,,,,,,,,,,,
Prl7c1,1600017N11Rik,Ghd20,PLP-O,Prlpo,Prplo,,,,,,,,,,,,,,,,,
1700019N19Rik,NA,,,,,,,,,,,,,,,,,,,,,
Saysd1,1810063B07Rik,4930488P03Rik,,,,,,,,,,,,,,,,,,,,
Tvp23b,1810036I24Rik,Fam18b,Fam18b1,,,,,,,,,,,,,,,,,,,
Tmed9,2400003B06Rik,,,,,,,,,,,,,,,,,,,,,
Agpat2,2510002J07Rik,AV000834,BSCL,BSCL1,LPAAB,LPAAT-beta,,,,,,,,,,,,,,,,
Faap20,2610002J02Rik,,,,,,,,,,,,,,,,,,,,,
Ttc33,2410099M07Rik,2900001O04Rik,AI507072,AW538342,Osrf,,,,,,,,,,,,,,,,,
Kctd4,2210017A09Rik,AU017169,,,,,,,,,,,,,,,,,,,,
1700039M10Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700097N02Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700094J05Rik,NA,,,,,,,,,,,,,,,,,,,,,
1700095A21Rik,NA,,,,,,,,,,,,,,,,,,,,,
Trim62,6330414G21Rik,AI450348,Dear1,,,,,,,,,,,,,,,,,,,
Atg12,4931423H11Rik,A330058M13Rik,Apg12l,Atg12l,,,,,,,,,,,,,,,,,,
LOC67527,NA,,,,,,,,,,,,,,,,,,,,,
Nudt7,1300007B24Rik,2210404C19Rik,,,,,,,,,,,,,,,,,,,,
Fgfr1op2,1500031J01Rik,,,,,,,,,,,,,,,,,,,,,
Uqcrb,2210415M14Rik,QP-C,QPC,UQBC,UQBP,UQPC,,,,,,,,,,,,,,,,
5730408K05Rik,2610018C13Rik,,,,,,,,,,,,,,,,,,,,,
Mfap1a,4432409M24Rik,Mfap1,,,,,,,,,,,,,,,,,,,,
Ppfibp1,4632409B19Rik,AW214454,AW261454,,,,,,,,,,,,,,,,,,,
Ttll4,4632407P03Rik,AI451681,mKIAA0173,,,,,,,,,,,,,,,,,,,
Glipr1l2,4921508O11Rik,,,,,,,,,,,,,,,,,,,,,
Zswim3,4921517A06Rik,C86566,,,,,,,,,,,,,,,,,,,,
4931428A05Rik,NA,,,,,,,,,,,,,,,,,,,,,
4932416J16Rik,NA,,,,,,,,,,,,,,,,,,,,,
Cog6,4933405E16Rik,AU018618,mKIAA1134,,,,,,,,,,,,,,,,,,,
Pabpc6,4932702K14Rik,AI428050,Pabpc3,,,,,,,,,,,,,,,,,,,
Fam120b,4932442K08Rik,AW049283,AW413338,CCPG,Pgcc1,mKIAA1838,,,,,,,,,,,,,,,,
Slc39a8,4933419D20Rik,AA986696,BIGM103,ZIP-8,Zip8,,,,,,,,,,,,,,,,,
4933424M12Rik,NA,,,,,,,,,,,,,,,,,,,,,
Gpr89,4933412D19Rik,Gpr89a,SH120,,,,,,,,,,,,,,,,,,,
4933416O17Rik,NA,,,,,,,,,,,,,,,,,,,,,
4933409L14Rik,NA,,,,,,,,,,,,,,,,,,,,,
H2afy3,4933432H23Rik,,,,,,,,,,,,,,,,,,,,,
Gstcd,4933434L15Rik,,,,,,,,,,,,,,,,,,,,,
Slc25a30,4933433D23Rik,AV025504,AV221431,AW319655,KMCP1,,,,,,,,,,,,,,,,,
Mgat4d,4933434I20Rik,GnT1IP,GnT1IP-L,,,,,,,,,,,,,,,,,,,
Pigm,4933437L05Rik,AI644422,AV302080,C920011G20Rik,,,,,,,,,,,,,,,,,,
Larp6,5430431G03Rik,AI552438,Achn,,,,,,,,,,,,,,,,,,,
Wdr48,8430408H12Rik,Uaf1,mKIAA1449,,,,,,,,,,,,,,,,,,,
Narfl,9030612I22Rik,AI504405,PRN,,,,,,,,,,,,,,,,,,,
Tmem35a,9030603L14Rik,AI841526,PMP52,Tmem35,,,,,,,,,,,,,,,,,,
Mrfap1,9130413I22Rik,AL022827,Pam14,,,,,,,,,,,,,,,,,,,
Mgat4c,9130411I17Rik,GntIVh,,,,,,,,,,,,,,,,,,,,
Loxl4,4833426I20Rik,Loxc,,,,,,,,,,,,,,,,,,,,
Alg13,2810046O15Rik,4833435D08Rik,Glt28d1,MDS031,,,,,,,,,,,,,,,,,,
4930430A15Rik,NA,,,,,,,,,,,,,,,,,,,,,
4930429B21Rik,NA,,,,,,,,,,,,,,,,,,,,,
Patl2,4930424G05Rik,Pat1a,,,,,,,,,,,,,,,,,,,,
Cpeb4,Cpe-bp4,Cpeb-4,mCPEB-4,,,,,,,,,,,,,,,,,,,
Lrrc18,4930442L21Rik,MTLR1,,,,,,,,,,,,,,,,,,,,
Tbc1d23,4930451A13Rik,AU015720,AU043671,AU043778,D030022P07Rik,W51689,,,,,,,,,,,,,,,,
Slc25a26,4930433D19Rik,4933433F13Rik,AW557176,D6Bwg0781e,Slc25a6,,,,,,,,,,,,,,,,,
4930442L01Rik,NA,,,,,,,,,,,,,,,,,,,,,
4930455J16Rik,NA,,,,,,,,,,,,,,,,,,,,,
Ubxn11,4930506L07Rik,D4Bwg1540e,Soc,Soci,Ubxd5,,,,,,,,,,,,,,,,,
Cdk19os,4930520K10Rik,,,,,,,,,,,,,,,,,,,,,
Rnf41,2210404G21Rik,4930511A05Rik,4933415P08Rik,D10Ertd722e,FLRF,Nrdp1,,,,,,,,,,,,,,,,
4930518J20Rik,AV209277,,,,,,,,,,,,,,,,,,,,,
Tctn3,4930521E07Rik,AI197391,Tect3,,,,,,,,,,,,,,,,,,,
Ubl4b,4930522D07Rik,,,,,,,,,,,,,,,,,,,,,
4930524B15Rik,NA,,,,,,,,,,,,,,,,,,,,,
4930519G04Rik,1700014B12Rik,,,,,,,,,,,,,,,,,,,,,
Tespa1,5830405N20Rik,A430001F24Rik,AI450549,,,,,,,,,,,,,,,,,,,
Necap1,1200016B17Rik,AI747569,mFLJ00061,,,,,,,,,,,,,,,,,,,
Dusp6,1300019I03Rik,MKP-3,MKP3,PYST1,,,,,,,,,,,,,,,,,,
Get4,1110007L15Rik,AW412535,Cee,,,,,,,,,,,,,,,,,,,
Akt1s1,1110012J22Rik,AI227026,Lobe,Lobel,PRAS40,,,,,,,,,,,,,,,,,
Fibin,1110018M03Rik,,,,,,,,,,,,,,,,,,,,,
Zfp788,2810426N06Rik,AI256342,AI605193,,,,,,,,,,,,,,,,,,,
Narf,4430402O11Rik,,,,,,,,,,,,,,,,,,,,,
4930453N24Rik,AI649104,din,,,,,,,,,,,,,,,,,,,,
Rspry1,4930470D19Rik,AI608258,,,,,,,,,,,,,,,,,,,,
Ube2r2,1200003M11Rik,Cdc34b,Ubc3b,,,,,,,,,,,,,,,,,,,
Aasdhppt,2010309J24Rik,2810407B07Rik,AASD-PPT,CGI-80,LYS2,LYS5,,,,,,,,,,,,,,,,
Nob1,1700021I09Rik,ART-4,Nob1p,Psmd8bp1,,,,,,,,,,,,,,,,,,
Lrp2bp,1700113N17Rik,2310006J04Rik,4930479L12Rik,MegBP,,,,,,,,,,,,,,,,,,
Bend5,2310026E23Rik,,,,,,,,,,,,,,,,,,,,,
Mxra7,1810057P16Rik,E130302J09Rik,,,,,,,,,,,,,,,,,,,,
Tm7sf3,2010003B14Rik,NARP1,,,,,,,,,,,,,,,,,,,,
Anp32b,2410015B15Rik,PAL31,PHAPI2a,Ssp29,,,,,,,,,,,,,,,,,,
Spc24,2410030K01Rik,AV109292,Spbc24,,,,,,,,,,,,,,,,,,,
Samd8,1110053F04Rik,1700010P07Rik,SMSr,,,,,,,,,,,,,,,,,,,
Ftmt,4930447C24Rik,FerH,Fth3,MtF,,,,,,,,,,,,,,,,,,
4930458B22Rik,NA,,,,,,,,,,,,,,,,,,,,,
Etfrf1,4930469P12Rik,AL022899,Ghiso,Lyrm5,,,,,,,,,,,,,,,,,,
4930470P17Rik,NA,,,,,,,,,,,,,,,,,,,,,
4930483J18Rik,NA,,,,,,,,,,,,,,,,,,,,,
4930474N09Rik,NA,,,,,,,,,,,,,,,,,,,,,
4930465K10Rik,NA,,,,,,,,,,,,,,,,,,,,,
4930505M18Rik,NA,,,,,,,,,,,,,,,,,,,,,
4930515G01Rik,NA,,,,,,,,,,,,,,,,,,,,,
4930517G24Rik,NA,,,,,,,,,,,,,,,,,,,,,
Armc12,4930511I11Rik,AV041658,,,,,,,,,,,,,,,,,,,,
4930522H14Rik,1700007J23Rik,,,,,,,,,,,,,,,,,,,,,
4930523C07Rik,NA,,,,,,,,,,,,,,,,,,,,,
4930542C12Rik,NA,,,,,,,,,,,,,,,,,,,,,
4930527F14Rik,NA,,,,,,,,,,,,,,,,,,,,,
Spaca1,1700124L11Rik,4930540L03Rik,,,,,,,,,,,,,,,,,,,,
4930544G11Rik,NA,,,,,,,,,,,,,,,,,,,,,
4930558C23Rik,NA,,,,,,,,,,,,,,,,,,,,,
Ctdp1,4930563P03Rik,AW553592,,,,,,,,,,,,,,,,,,,,
4930548H24Rik,AI427865,,,,,,,,,,,,,,,,,,,,,
Rabl3,4930553C05Rik,AA958834,,,,,,,,,,,,,,,,,,,,
4930563F15Rik,NA,,,,,,,,,,,,,,,,,,,,,
4930563I02Rik,NA,,,,,,,,,,,,,,,,,,,,,
Ift172,4930553F24Rik,Slb,avc1,wim,,,,,,,,,,,,,,,,,,
Tex46,4930549C01Rik,,,,,,,,,,,,,,,,,,,,,
Rnf125,4930553F04Rik,,,,,,,,,,,,,,,,,,,,,
Dctn4,1110001K06Rik,4930547K17Rik,C130039E17Rik,p62,,,,,,,,,,,,,,,,,,
Hapln3,4930554N11Rik,Lpr3,,,,,,,,,,,,,,,,,,,,
Alkbh8,4930562C03Rik,8030431D03Rik,9430088N01Rik,Abh8,,,,,,,,,,,,,,,,,,
4930563N14Rik,NA,,,,,,,,,,,,,,,,,,,,,
Hikeshi,0610007P06Rik,1110002N09Rik,l(7)6Rn,l7Rn6,,,,,,,,,,,,,,,,,,
Rpl38,0610025G13Rik,Rbt,Ts,Tss,,,,,,,,,,,,,,,,,,
0610040B10Rik,NA,,,,,,,,,,,,,,,,,,,,,
Elob,0610040H15Rik,Tceb2,,,,,,,,,,,,,,,,,,,,
Trmt112,0610038D11Rik,Trm112p,,,,,,,,,,,,,,,,,,,,
Cuta,0610039D01Rik,1810022E02Rik,1810060C03Rik,2700094G22Rik,AI326454,,,,,,,,,,,,,,,,,
Rpp21,0610037N01Rik,,,,,,,,,,,,,,,,,,,,,
Lsm3,1010001J12Rik,2610005D18Rik,6030401D18Rik,SMX4,USS2,,,,,,,,,,,,,,,,,
0710001D07Rik,NA,,,,,,,,,,,,,,,,,,,,,
Sdhb,0710008N11Rik,,,,,,,,,,,,,,,,,,,,,
Mrpl18,1010001C05Rik,C79879,HSPC071,MRP-L18,,,,,,,,,,,,,,,,,,
Pbdc1,2610029G23Rik,,,,,,,,,,,,,,,,,,,,,
Luc7l3,3300001P08Rik,Luc7a,,,,,,,,,,,,,,,,,,,,
Dyx1c1,1700010I24Rik,Dnaaf4,EKN1,b2b811.1Clo,b2b811Clo,,,,,,,,,,,,,,,,,
1700011L22Rik,NA,,,,,,,,,,,,,,,,,,,,,
Aldh3b1,1700001N19Rik,ALDH4,ALDH7,,,,,,,,,,,,,,,,,,,
Prss37,1700016G05Rik,Tryx2,,,,,,,,,,,,,,,,,,,,
1700020N01Rik,NA,,,,,,,,,,,,,,,,,,,,,
Hypk,2310003F16Rik,HSPC136,,,,,,,,,,,,,,,,,,,,
Ift74,1700029H06Rik,Ccdc2,Cmg1,b2b796Clo,,,,,,,,,,,,,,,,,,
Ost4,2310016E02Rik,,,,,,,,,,,,,,,,,,,,,
Fam174a,2310044D20Rik,Fam174,Naa6,Tmem157,,,,,,,,,,,,,,,,,,
Wfdc2,1600023A02Rik,HE4,WAP5,,,,,,,,,,,,,,,,,,,
Rnf149,1600023E10Rik,AV037261,C76763,Gm15832,Greul4,,,,,,,,,,,,,,,,,
Kirrel3,1500010O20Rik,2900036G11Rik,NEPH2,SST4,mKIAA1867,,,,,,,,,,,,,,,,,
1810037I17Rik,5730414I01Rik,Aln,,,,,,,,,,,,,,,,,,,,
1810058I24Rik,AI414869,AI848234,,,,,,,,,,,,,,,,,,,,
Tmem179b,0610031L02Rik,1500003K22Rik,1810059G22Rik,,,,,,,,,,,,,,,,,,,
Mrpl24,2010005E08Rik,2810470K06Rik,6720473G22Rik,AA407670,,,,,,,,,,,,,,,,,,
Pcnx4,1810048J11Rik,4932413O10,AU017192,Pcnxl4,,,,,,,,,,,,,,,,,,
Reg4,2010002L15Rik,GISP,RELP,,,,,,,,,,,,,,,,,,,
Polr2g,2410046K11Rik,A230108L04Rik,C76415,RBP7,Rpo2-7l,,,,,,,,,,,,,,,,,
Nsmce1,2510027N19Rik,,,,,,,,,,,,,,,,,,,,,
Slc25a37,1700020E22Rik,4930513O14Rik,4930526G11Rik,AI848481,C330015G08Rik,Mfrn,Mfrn1,Mscp,frascati,mitoferrin,,,,,,,,,,,,
